iata_code,icao_code,name,country,state,city,elevation,lat,lon,timezone
VND,FMSU,Vangaindrano Airport,Atsimo-Atsinanana,MG,Vangaindrano,45,47.58,-23.35,Indian/Antananarivo
BKU,FMSV,Betioky Airport,Atsimo-Andrefana,MG,Betioky,919,44.39,-23.73,Indian/Antananarivo
AMP,FMSY,Ampanihy Airport,Atsimo-Andrefana,MG,Ampanihy,771,44.73,-24.70,Indian/Antananarivo
WAK,FMSZ,Ankazoabo Airport,"",MG,Ankazoabo,1411,44.53,-22.30,Indian/Antananarivo
AZZ,FNAM,Ambriz Airport,Bengo,AO,Ambriz,144,13.12,-7.86,Africa/Luanda
SSY,FNBC,Mbanza Congo Airport,Zaire,AO,Mbanza Congo,1860,14.25,-6.27,Africa/Luanda
BUG,FNBG,Benguela Airport,Benguela,AO,Benguela,118,13.40,-12.61,Africa/Luanda
CAB,FNCA,Cabinda Airport,Cabinda,AO,Cabinda,66,12.19,-5.60,Africa/Luanda
CFF,FNCF,Cafunfo Airport,Luanda-Norte,AO,Cafunfo,0,17.99,-8.78,Africa/Luanda
PGI,FNCH,Chitato Airport,Luanda-Norte,AO,Chitato,2500,20.80,-7.36,Africa/Luanda
CBT,FNCT,Catumbela Airport,Benguela,AO,Catumbela,0,13.49,-12.48,Africa/Luanda
CTI,FNCV,Cuito Cuanavale Airport,Cuando-Cobango,AO,Cuito Cuanavale,0,19.16,-15.16,Africa/Luanda
CXM,FNCX,Camaxilo Airport,Luanda-Norte,AO,Camaxilo,3957,18.92,-8.37,Africa/Luanda
CAV,FNCZ,Cazombo Airport,Moxico,AO,Cazombo,3700,22.92,-11.89,Africa/Luanda
DUE,FNDU,Dundo Airport,Luanda-Norte,AO,Chitato,2451,20.82,-7.40,Africa/Luanda
VPE,FNGI,Ngjiva Pereira Airport,Cunene,AO,Ngiva,3566,15.68,-17.04,Africa/Luanda
NOV,FNHU,Nova Lisboa Airport,Huambo,AO,Huambo,5587,15.76,-12.81,Africa/Luanda
SVP,FNKU,Kuito Airport,Bie,AO,Kuito,5618,16.95,-12.40,Africa/Luanda
LAD,FNLU,Quatro De Fevereiro Airport,Luanda,AO,Luanda,243,13.23,-8.86,Africa/Luanda
MEG,FNMA,Malanje Airport,Malanje,AO,Malanje,3868,16.31,-9.53,Africa/Luanda
SPP,FNME,Menongue Airport,Cuando-Cobango,AO,Menongue,4469,17.72,-14.66,Africa/Luanda
MSZ,FNMO,Namibe Airport,Namibe,AO,Namibe,210,12.15,-15.26,Africa/Luanda
GXG,FNNG,Negage Airport,Uige,AO,Negage,4105,15.29,-7.75,Africa/Luanda
PBN,FNPA,Porto Amboim Airport,Kwanza-Sul,AO,Port Amboim,16,13.77,-10.72,Africa/Luanda
VHC,FNSA,Saurimo Airport,Lunda-Sul,AO,Saurimo,3584,20.43,-9.69,Africa/Luanda
SZA,FNSO,Soyo Airport,Zaire,AO,Soyo,15,12.37,-6.14,Africa/Luanda
NDD,FNSU,Sumbe Airport,Kwanza-Sul,AO,Sumbe,36,13.85,-11.17,Africa/Luanda
UAL,FNUA,Luau Airport,Moxico,AO,Luau,3609,22.23,-10.72,Africa/Luanda
SDD,FNUB,Lubango Airport,Huila,AO,Lubango,5778,13.58,-14.92,Africa/Luanda
LUO,FNUE,Luena Airport,Moxico,AO,Luena,4360,19.90,-11.77,Africa/Luanda
UGO,FNUG,Uige Airport,Uige,AO,Uige,2720,15.03,-7.60,Africa/Luanda
CEO,FNWK,Waco Kungo Airport,Benguela,AO,Waco Kungo,4324,15.10,-11.43,Africa/Luanda
XGN,FNXA,Xangongo Airport,Cunene,AO,Xangongo,3635,14.97,-16.76,Africa/Luanda
ARZ,FNZE,Nzeto Airport,Zaire,AO,Nzeto,69,12.86,-7.26,Africa/Luanda
BGB,FOGB,Booue Airport,Ogooue-Ivindo,GA,Booue,604,11.95,-0.10,Africa/Libreville
KDN,FOGE,Ndende Airport,Ngouni,GA,Ndende,417,11.37,-2.40,Africa/Libreville
FOU,FOGF,Fougamou Airport,Ngouni,GA,Fougamou,263,10.62,-1.28,Africa/Libreville
MBC,FOGG,MBigou Airport,Ngouni,GA,MBigou,2346,11.93,-1.88,Africa/Libreville
MGX,FOGI,Moabi Airport,Nyanga,GA,Moabi,787,11.00,-2.43,Africa/Libreville
KDJ,FOGJ,Ville Airport,Moyen-Ogooue,GA,NDjole,164,10.75,-0.18,Africa/Libreville
KOU,FOGK,Koulamoutou Airport,Ogooue-Lolo,GA,Koulamoutou,1070,12.44,-1.18,Africa/Libreville
MJL,FOGM,Mouilla Ville Airport,Ngouni,GA,Mouila,295,11.06,-1.85,Africa/Libreville
OYE,FOGO,Oyem Airport,Woleu-Ntem,GA,Oyem,2158,11.58,1.54,Africa/Libreville
OKN,FOGQ,Okondja Airport,Haut-Ogooue,GA,Okondja,1325,13.67,-0.67,Africa/Libreville
LBQ,FOGR,Lambarene Airport,Moyen-Ogooue,GA,Lambarene,82,10.25,-0.70,Africa/Libreville
MVX,FOGV,Minvoul Airport,Woleu-Ntem,GA,Minvoul,1969,12.13,2.15,Africa/Libreville
BMM,FOOB,Bitam Airport,Woleu-Ntem,GA,Bitam,1969,11.49,2.08,Africa/Libreville
MFF,FOOD,Moanda Airport,Haut-Ogooue,GA,Moanda,1877,13.27,-1.53,Africa/Libreville
MKB,FOOE,Mekambo Airport,Ogooue-Ivindo,GA,Mekambo,1686,13.93,1.02,Africa/Libreville
POG,FOOG,Port Gentil Airport,Ogooue-Maritime,GA,Port Gentil,13,8.75,-0.71,Africa/Libreville
OMB,FOOH,Omboue Hopital Airport,Ogooue-Maritime,GA,Omboue,33,9.26,-1.57,Africa/Libreville
MKU,FOOK,Makokou Airport,Ogooue-Ivindo,GA,Makokou,1726,12.89,0.58,Africa/Libreville
LBV,FOOL,Leon M Ba Airport,Estuaire,GA,Libreville,39,9.41,0.46,Africa/Libreville
MZC,FOOM,Mitzic Airport,Woleu-Ntem,GA,Mitzic,1913,11.55,0.78,Africa/Libreville
MVB,FOON,MVengue El Hadj Omar Bongo Ondimba International Airport,Haut-Ogooue,GA,Franceville,1450,13.44,-1.66,Africa/Libreville
LTL,FOOR,Lastourville Airport,Ogooue-Lolo,GA,Lastourville,1585,12.75,-0.83,Africa/Libreville
ZKM,FOOS,Sette Cama Airport,Ogooue-Maritime,GA,Sette Cama,10,9.77,-2.53,Africa/Libreville
TCH,FOOT,Tchibanga Airport,Nyanga,GA,Tchibanga,269,11.02,-2.85,Africa/Libreville
MYB,FOOY,Mayumba Airport,Nyanga,GA,Mayumba,13,10.67,-3.46,Africa/Libreville
PCP,FPPR,Principe Airport,Principe,ST,"",591,7.41,1.66,Africa/Sao_Tome
TMS,FPST,Sao Tome International Airport,Sao-Tome-Island,ST,Sao Tome,33,6.71,0.38,Africa/Sao_Tome
ANO,FQAG,Angoche Airport,Nampula,MZ,Angoche,121,39.95,-16.18,Africa/Maputo
BEW,FQBR,Beira Airport,Sofala,MZ,Beira,33,34.91,-19.80,Africa/Maputo
FXO,FQCB,Cuamba Airport,Niassa,MZ,Cuamba,1919,36.53,-14.82,Africa/Maputo
VPY,FQCH,Chimoio Airport,Manica,MZ,Chimoio,2287,33.43,-19.15,Africa/Maputo
IHC,FQIA,Inhaca Airport,Maputo,MZ,Inhaca,10,32.93,-26.00,Africa/Maputo
INH,FQIN,Inhambane Airport,Inhambane,MZ,Inhambabe,30,35.41,-23.88,Africa/Maputo
VXC,FQLC,Lichinga Airport,Niassa,MZ,Lichinga,4505,35.27,-13.27,Africa/Maputo
LFB,FQLU,Lumbo Airport,Nampula,MZ,Lumbo,33,40.67,-15.03,Africa/Maputo
MPM,FQMA,Maputo Airport,Maputo,MZ,Maputo,145,32.57,-25.92,Africa/Maputo
MUD,FQMD,Mueda Airport,Cabo-Delgado,MZ,Mueda,2789,39.56,-11.67,Africa/Maputo
MZB,FQMP,Mocimboa da Praia Airport,Cabo-Delgado,MZ,Mocimboa da Praia,89,40.35,-11.36,Africa/Maputo
MNC,FQNC,Nacala Airport,Nampula,MZ,Nacala,410,40.71,-14.49,Africa/Maputo
APL,FQNP,Nampula Airport,Nampula,MZ,Nampula,1444,39.28,-15.11,Africa/Maputo
POL,FQPB,Pemba Airport,Cabo-Delgado,MZ,Pemba / Porto Amelia,331,40.52,-12.99,Africa/Maputo
UEL,FQQL,Quelimane Airport,Zambezia,MZ,Quelimane,36,36.87,-17.86,Africa/Maputo
TET,FQTT,Chingozi Airport,Tete,MZ,Tete,525,33.64,-16.10,Africa/Maputo
VNX,FQVL,Vilankulo Airport,Inhambane,MZ,Vilanculo,46,35.31,-22.02,Africa/Maputo
VJB,FQXA,Xai-Xai Airport,Gaza,MZ,Xai-Xai,0,33.63,-25.04,Africa/Maputo
DES,FSDR,Desroches Airport,"",SC,Desroches Island,10,53.66,-5.70,Indian/Mahe
SEZ,FSIA,Seychelles International Airport,Pointe-Larue,SC,Mahe Island,10,55.52,-4.67,Indian/Mahe
PRI,FSPP,Praslin Airport,Grand-Anse-Praslin,SC,Praslin Island,10,55.69,-4.32,Indian/Mahe
BDI,FSSB,Bird Island Airport,"",SC,Bird Island,6,55.21,-3.72,Indian/Mahe
DEI,FSSD,Denis Island Airport,"",SC,Denis Island,10,55.67,-3.80,Indian/Mahe
FRK,FSSF,Fregate Island Airport,Inner-Islands,SC,Fregate Island,610,55.95,-4.58,Indian/Mahe
SRH,FTTA,Sarh Airport,Moyen-Chari,TD,Sarh,1198,18.37,9.14,Africa/Ndjamena
OGR,FTTB,Bongor Airport,Mayo-Kebbi-Est,TD,Bongor,1076,15.38,10.29,Africa/Ndjamena
AEH,FTTC,Abeche Airport,Ouadai,TD,"",1788,20.84,13.85,Africa/Ndjamena
MQQ,FTTD,Moundou Airport,Logone-Occidental,TD,"",1407,16.07,8.62,Africa/Ndjamena
LTC,FTTH,Lai Airport,Tandjile,TD,Lai,1171,16.30,9.40,Africa/Ndjamena
ATV,FTTI,Ati Airport,Batha,TD,Ati,1089,18.31,13.24,Africa/Ndjamena
NDJ,FTTJ,NDjamena International Airport,Chari-Baguirmi,TD,NDjamena,968,15.03,12.13,Africa/Ndjamena
BKR,FTTK,Bokoro Airport,Hadjer-Lamis,TD,Bokoro,984,17.07,12.38,Africa/Ndjamena
OTC,FTTL,Bol Airport,Lac,TD,Bol,955,14.74,13.44,Africa/Ndjamena
MVO,FTTM,Mongo Airport,Guera,TD,Mongo,1414,18.67,12.17,Africa/Ndjamena
AMC,FTTN,Am Timan Airport,Salamat,TD,Am Timan,1420,20.27,11.03,Africa/Ndjamena
PLF,FTTP,Pala Airport,Mayo-Kebbi-Ouest,TD,Pala,1532,14.93,9.38,Africa/Ndjamena
OUT,FTTS,Bousso Airport,Chari-Baguirmi,TD,Bousso,1099,16.72,10.48,Africa/Ndjamena
AMO,FTTU,Mao Airport,Kanem,TD,Mao,1072,15.31,14.15,Africa/Ndjamena
FYT,FTTY,Faya Largeau Airport,Borkou,TD,"",771,19.11,17.92,Africa/Ndjamena
BUQ,FVBU,Joshua Mqabuko Nkomo International Airport,Matabeleland-North,ZW,Bulawayo,4359,28.62,-20.02,Africa/Harare
CHJ,FVCH,Chipinge Airport,Manicaland,ZW,Chipinge,3720,32.63,-20.21,Africa/Harare
BFO,FVCZ,Buffalo Range Airport,Masvingo,ZW,Chiredzi,1421,31.58,-21.01,Africa/Harare
VFA,FVFA,Victoria Falls International Airport,"",ZW,Victoria Falls,3490,25.84,-18.10,Africa/Harare
HRE,FVHA,Harare International Airport,Harare,ZW,Harare,4887,31.09,-17.93,Africa/Harare
KAB,FVKB,Kariba International Airport,"",ZW,Kariba,1706,28.89,-16.52,Africa/Harare
UTA,FVMU,Mutare Airport,Manicaland,ZW,"",3410,32.63,-19.00,Africa/Harare
MVZ,FVMV,Masvingo International Airport,Masvingo,ZW,Masvingo,3595,30.86,-20.06,Africa/Harare
GWE,FVTL,Thornhill Air Base,"",ZW,Gweru,4680,29.86,-19.44,Africa/Harare
HWN,FVWN,Hwange National Park Airport,Matabeleland-North,ZW,Hwange,3543,27.02,-18.63,Africa/Harare
WKI,FVWT,Hwange Airport,Matabeleland-North,ZW,Hwange,2500,26.52,-18.36,Africa/Harare
CEH,FWCD,Chelinda Malawi Airport,Northern-Region,MW,"",7759,33.80,-10.55,Africa/Blantyre
BLZ,FWCL,Chileka International Airport,Southern-Region,MW,Blantyre,2555,34.97,-15.68,Africa/Blantyre
CMK,FWCM,Club Makokola Airport,Southern-Region,MW,Club Makokola,1587,35.13,-14.31,Africa/Blantyre
DWA,FWDW,Dwangwa Airport,Central-Region,MW,Dwangwa,1605,34.13,-12.52,Africa/Blantyre
KGJ,FWKA,Karonga Airport,"",MW,Karonga,1765,33.89,-9.95,Africa/Blantyre
KBQ,FWKG,Kasungu Airport,Central-Region,MW,Kasungu,3470,33.47,-13.01,Africa/Blantyre
LLW,FWKI,Lilongwe International Airport,Central-Region,MW,Lilongwe,4035,33.78,-13.79,Africa/Blantyre
LIX,FWLK,Likoma Island Airport,Northern-Region,MW,Likoma Island,1600,34.73,-12.08,Africa/Blantyre
MAI,FWMG,Mangochi Airport,Southern-Region,MW,Mangochi,1580,35.27,-14.48,Africa/Blantyre
MYZ,FWMY,Monkey Bay Airport,Southern-Region,MW,Monkey Bay,1580,34.92,-14.08,Africa/Blantyre
LMB,FWSM,Salima Airport,Central-Region,MW,Salima,1688,34.58,-13.76,Africa/Blantyre
ZZU,FWUU,Mzuzu Airport,Northern-Region,MW,Mzuzu,4115,34.01,-11.44,Africa/Blantyre
LEF,FXLK,Lebakeng Airport,Thaba-Tseka,LS,Lebakeng,6000,28.66,-29.89,Africa/Maseru
LRB,FXLR,Leribe Airport,Leribe,LS,Leribe,5350,28.05,-28.86,Africa/Maseru
LES,FXLS,Lesobeng Airport,Thaba-Tseka,LS,Lesobeng,7130,28.32,-29.78,Africa/Maseru
MFC,FXMF,Mafeteng Airport,Mafeteng,LS,Mafeteng,5350,27.24,-29.80,Africa/Maseru
MKH,FXMK,Mokhotlong Airport,Mokhotlong,LS,Mokhotlong,7200,29.07,-29.28,Africa/Maseru
MSU,FXMM,Moshoeshoe I International Airport,Maseru,LS,Maseru,5348,27.55,-29.46,Africa/Maseru
NKU,FXNK,Nkaus Airport,Mohaleʼs-Hoek,LS,Nkaus,5621,28.20,-30.02,Africa/Maseru
PEL,FXPG,Pelaneng Airport,Leribe,LS,Pelaneng,7200,28.51,-29.12,Africa/Maseru
UTG,FXQG,Quthing Airport,Quthing,LS,Quthing,5350,27.69,-30.41,Africa/Maseru
UNE,FXQN,Qachas Nek Airport,Qachaʼs-Nek,LS,Qachas Nek,6100,28.67,-30.11,Africa/Maseru
SHK,FXSH,Sehonghong Airport,Thaba-Tseka,LS,Sehonghong,6500,28.77,-29.73,Africa/Maseru
SKQ,FXSK,Sekakes Airport,Mohaleʼs-Hoek,LS,Sekakes,5700,28.37,-30.04,Africa/Maseru
SOK,FXSM,Semonkong Airport,Maseru,LS,Semonkong,7200,28.06,-29.84,Africa/Maseru
SHZ,FXSS,Seshutes Airport,Leribe,LS,Seshutes,7000,28.55,-29.27,Africa/Maseru
THB,FXTA,Thaba-Tseka Airport,Thaba-Tseka,LS,Thaba-Tseka,7500,28.62,-29.52,Africa/Maseru
TKO,FXTK,Tlokoeng Airport,Mokhotlong,LS,Tlokoeng,7000,28.88,-29.23,Africa/Maseru
ADI,FYAR,Arandis Airport,"",NA,Arandis,1905,14.98,-22.46,Africa/Windhoek
GOG,FYGB,Gobabis Airport,"",NA,Gobabis,4731,18.97,-22.50,Africa/Windhoek
GFY,FYGF,Grootfontein Airport,Otjozondjupa,NA,Grootfontein,4636,18.12,-19.60,Africa/Windhoek
MPA,FYKM,Katima Mulilo Airport,Zambezi,NA,Mpacha,3144,24.18,-17.63,Africa/Windhoek
KMP,FYKT,Keetmanshoop Airport,Karas,NA,Keetmanshoop,3506,18.11,-26.54,Africa/Windhoek
LUD,FYLZ,Luderitz Airport,Karas,NA,Luderitz,457,15.24,-26.69,Africa/Windhoek
OKU,FYMO,Mokuti Lodge Airport,"",NA,Mokuti Lodge,3665,17.06,-18.81,Africa/Windhoek
NNI,FYNA,Namutoni Airport,"",NA,Namutoni,3579,16.93,-18.81,Africa/Windhoek
OND,FYOA,Ondangwa Airport,"",NA,Ondangwa,3599,15.95,-17.88,Africa/Windhoek
OMG,FYOE,Omega Airport,"",NA,Omega,3346,22.19,-18.03,Africa/Windhoek
OMD,FYOG,Oranjemund Airport,Karas,NA,Oranjemund,14,16.45,-28.58,Africa/Windhoek
OKF,FYOO,Okaukuejo Airport,Kunene,NA,Okaukuejo,3911,15.91,-19.15,Africa/Windhoek
NDU,FYRU,Rundu Airport,"",NA,Rundu,3627,19.72,-17.96,Africa/Windhoek
SWP,FYSM,Swakopmund Airport,Erongo,NA,Swakopmund,207,14.57,-22.66,Africa/Windhoek
TSB,FYTM,Tsumeb Airport,"",NA,Tsumeb,4353,17.73,-19.26,Africa/Windhoek
WVB,FYWB,Walvis Bay Airport,Erongo,NA,Walvis Bay,299,14.65,-22.98,Africa/Windhoek
ERS,FYWE,Eros Airport,Khomas,NA,Windhoek,5575,17.08,-22.61,Africa/Windhoek
WDH,FYWH,Hosea Kutako International Airport,Khomas,NA,Windhoek,5640,17.47,-22.48,Africa/Windhoek
FIH,FZAA,Ndjili International Airport,"",CD,Kinshasa,1027,15.44,-4.39,Africa/Kinshasa
NLO,FZAB,Ndolo Airport,Kinshasa,CD,"",915,15.33,-4.33,Africa/Kinshasa
MNB,FZAG,Muanda Airport,Bas-Congo,CD,"",89,12.35,-5.93,Africa/Kinshasa
BOA,FZAJ,Boma Airport,Bas-Congo,CD,Boma,26,13.06,-5.85,Africa/Kinshasa
LZI,FZAL,Luozi Airport,Bas-Congo,CD,Luozi,722,14.13,-4.95,Africa/Kinshasa
MAT,FZAM,Tshimpi Airport,Bas-Congo,CD,Matadi,1115,13.44,-5.80,Africa/Kinshasa
NKL,FZAR,Nkolo Fuma Airport,Bas-Congo,CD,Nkolo Fuma,1476,14.83,-5.45,Africa/Kinshasa
INO,FZBA,Inongo Airport,"",CD,Inongo,1040,18.29,-1.95,Africa/Kinshasa
NIO,FZBI,Nioki Airport,"",CD,Nioki,1043,17.68,-2.72,Africa/Kinshasa
FDU,FZBO,Bandundu Airport,Kwilu,CD,"",1063,17.38,-3.31,Africa/Kinshasa
KRZ,FZBT,Basango Mboliasa Airport,"",CD,Kiri,1013,19.02,-1.44,Africa/Kinshasa
KKW,FZCA,Kikwit Airport,Kwilu,CD,"",1572,18.79,-5.04,Africa/Kinshasa
IDF,FZCB,Idiofa Airport,"",CD,Idiofa,2299,19.60,-5.00,Africa/Kinshasa
LUS,FZCE,Lusanga Airport,"",CD,Lusanga,1365,18.72,-4.80,Africa/Kinshasa
MSM,FZCV,Masi Manimba Airport,"",CD,Masi Manimba,1952,17.85,-4.78,Africa/Kinshasa
MDK,FZEA,Mbandaka Airport,Equateur,CD,Mbandaka,1040,18.29,0.02,Africa/Kinshasa
BSU,FZEN,Basankusu Airport,Equateur,CD,Basankusu,1217,19.79,1.22,Africa/Kinshasa
LIE,FZFA,Libenge Airport,Equateur,CD,Libenge,1125,18.63,3.63,Africa/Kinshasa
BDT,FZFD,Gbadolite Airport,Equateur,CD,"",1509,20.98,4.25,Africa/Kinshasa
GMA,FZFK,Gemena Airport,Sud-Ubangi,CD,Gemena,1378,19.77,3.24,Africa/Kinshasa
KLI,FZFP,Kotakoli Airport,Equateur,CD,"",1801,21.65,4.16,Africa/Kinshasa
BMB,FZFU,Bumbar Airport,Equateur,CD,Bumbar,0,22.48,2.18,Africa/Kinshasa
LIQ,FZGA,Lisala Airport,Equateur,CD,"",1509,21.50,2.17,Africa/Kinshasa
BNB,FZGN,Boende Airport,Equateur,CD,Boende,1168,20.85,-0.22,Africa/Kinshasa
IKL,FZGV,Ikela Airport,Equateur,CD,Ikela,1283,23.28,-1.20,Africa/Kinshasa
FKI,FZIC,Bangoka International Airport,Tshopo,CD,Kisangani,1417,25.34,0.48,Africa/Lubumbashi
YAN,FZIR,Yangambi Airport,"",CD,Yangambi,1378,24.47,0.78,Africa/Lubumbashi
IRP,FZJH,Matari Airport,"",CD,"",2438,27.59,2.83,Africa/Lubumbashi
BUX,FZKA,Bunia Airport,"",CD,"",4045,30.22,1.57,Africa/Lubumbashi
BZU,FZKJ,Buta Zega Airport,"",CD,"",1378,24.79,2.82,Africa/Lubumbashi
BKY,FZMA,Bukavu Kavumu Airport,"",CD,"",5643,28.81,-2.31,Africa/Lubumbashi
RUE,FZMB,Rughenda Airfield,Nord-Kivu,CD,Butembo,5757,29.31,0.12,Africa/Lubumbashi
GOM,FZNA,Goma International Airport,"",CD,Goma,5089,29.24,-1.67,Africa/Kigali
BNC,FZNP,Beni Airport,Nord-Kivu,CD,Beni,3517,29.47,0.58,Africa/Lubumbashi
KND,FZOA,Kindu Airport,Maniema,CD,Kindu,1630,25.92,-2.92,Africa/Lubumbashi
KLY,FZOD,Kinkungwa Airport,"",CD,Kalima,1808,26.73,-2.58,Africa/Lubumbashi
PUN,FZOP,Punia Airport,"",CD,Punia,1742,26.33,-1.37,Africa/Lubumbashi
FBM,FZQA,Lubumbashi International Airport,"",CD,Lubumbashi,4295,27.53,-11.59,Africa/Lubumbashi
PWO,FZQC,Pweto Airport,"",CD,Pweto,3425,28.88,-8.47,Africa/Lubumbashi
KEC,FZQG,Kasenga Airport,Haut-Katanga,CD,Kasenga,3146,28.63,-10.35,Africa/Lusaka
KWZ,FZQM,Kolwezi Airport,Lualaba,CD,"",5007,25.51,-10.77,Africa/Lubumbashi
MNO,FZRA,Manono Airport,Tanganika,CD,Manono,2077,27.39,-7.29,Africa/Lubumbashi
BDV,FZRB,Moba Airport,"",CD,Moba,2953,29.78,-7.07,Africa/Lubumbashi
FMI,FZRF,Kalemie Airport,Tanganika,CD,"",2569,29.25,-5.88,Africa/Lubumbashi
KBO,FZRM,Kabalo Airport,"",CD,Kabalo,1840,26.92,-6.08,Africa/Lubumbashi
KOO,FZRQ,Kongolo Airport,"",CD,Kongolo,1850,26.99,-5.39,Africa/Lubumbashi
KMN,FZSA,Kamina Base Airport,"",CD,"",3543,25.25,-8.64,Africa/Lubumbashi
KAP,FZSK,Kapanga Airport,"",CD,Kapanga,3025,22.58,-8.35,Africa/Lubumbashi
KNM,FZTK,Kaniama Airport,Haut-Lomani,CD,Kaniama,2772,24.15,-7.58,Africa/Lubumbashi
KGA,FZUA,Kananga Airport,Kasai-Central,CD,Kananga,2139,22.47,-5.90,Africa/Lubumbashi
LZA,FZUG,Luiza Airport,"",CD,Luiza,2890,22.40,-7.18,Africa/Lubumbashi
TSH,FZUK,Tshikapa Airport,"",CD,Tshikapa,1595,20.79,-6.44,Africa/Lubumbashi
LJA,FZVA,Lodja Airport,Kasai-Oriental,CD,Lodja,1647,23.45,-3.42,Africa/Lubumbashi
LBO,FZVI,Lusambo Airport,Sankuru,CD,Lusambo,1407,23.38,-4.96,Africa/Lubumbashi
MEW,FZVM,Mweka Airport,"",CD,Mweka,1968,21.55,-4.85,Africa/Lubumbashi
BAN,FZVR,Basongo Airport,"",CD,Basongo,1640,20.43,-4.32,Africa/Lubumbashi
PFR,FZVS,Ilebo Airport,Kasai,CD,Ilebo,1450,20.58,-4.33,Africa/Lubumbashi
MJM,FZWA,Mbuji Mayi Airport,Kasai-Oriental,CD,Mbuji Mayi,2221,23.57,-6.12,Africa/Lubumbashi
GDJ,FZWC,Gandajika Airport,Lomami,CD,Gandajika,2618,23.95,-6.73,Africa/Lubumbashi
KBN,FZWT,Tunta Airport,Kasai-Oriental,CD,Kabinda,2766,24.48,-6.13,Africa/Lubumbashi
BKO,GABS,Senou Airport,Bamako,ML,Senou,1247,-7.95,12.53,Africa/Bamako
GUD,GAGM,Goundam Airport,Gao,ML,Goundam,866,-3.60,16.36,Africa/Bamako
GAQ,GAGO,Gao Airport,Gao,ML,"",870,-0.01,16.25,Africa/Bamako
KNZ,GAKA,Kenieba Airport,Kayes,ML,Kenieba,449,-11.25,12.83,Africa/Bamako
KTX,GAKO,Koutiala Airport,Sikasso,ML,Koutiala,1240,-5.47,12.38,Africa/Bamako
KYS,GAKY,Kayes Dag Dag Airport,Kayes,ML,"",164,-11.40,14.48,Africa/Bamako
MZI,GAMB,Ambodedjo Airport,Mopti,ML,"",906,-4.08,14.51,Africa/Bamako
NRM,GANK,Nara Airport,Koulikoro,ML,Nara,889,-7.27,15.22,Africa/Bamako
NIX,GANR,Nioro du Sahel Airport,Kayes,ML,Nioro du Sahel,778,-9.58,15.24,Africa/Bamako
KSS,GASK,Sikasso Airport,Sikasso,ML,Sikasso,1378,-5.70,11.33,Africa/Bamako
TOM,GATB,Timbuktu Airport,Tombouctou,ML,Timbuktu,863,-3.01,16.73,Africa/Bamako
EYL,GAYE,Yelimane Airport,Kayes,ML,Yelimane,325,-10.57,15.13,Africa/Bamako
BJL,GBYD,Banjul International Airport,Western,GM,Banjul,95,-16.65,13.34,Africa/Banjul
FUE,GCFV,Fuerteventura Airport,Canary-Islands,ES,Fuerteventura Island,85,-13.86,28.45,Atlantic/Canary
VDE,GCHI,Hierro Airport,Canary-Islands,ES,El Hierro Island,103,-17.89,27.81,Atlantic/Canary
SPC,GCLA,La Palma Airport,Canary-Islands,ES,Sta Cruz de la Palma,107,-17.76,28.63,Atlantic/Canary
LPA,GCLP,Gran Canaria Airport,Canary-Islands,ES,Gran Canaria Island,78,-15.39,27.93,Atlantic/Canary
ACE,GCRR,Lanzarote Airport,Canary-Islands,ES,Lanzarote Island,46,-13.61,28.95,Atlantic/Canary
TFS,GCTS,Tenerife South Airport,Canary-Islands,ES,Tenerife Island,209,-16.57,28.04,Atlantic/Canary
TFN,GCXO,Tenerife Norte Airport,Canary-Islands,ES,Tenerife Island,2076,-16.34,28.48,Atlantic/Canary
MLN,GEML,Melilla Airport,Melilla,ES,Melilla Island,156,-2.96,35.28,Europe/Madrid
BTE,GFBN,Sherbro International Airport,Southern-Province,SL,Bonthe,14,-12.52,7.53,Africa/Freetown
KBS,GFBO,Bo Airport,Southern-Province,SL,Bo,328,-11.76,7.94,Africa/Freetown
GBK,GFGK,Gbangbatok Airport,Southern-Province,SL,Gbangbatok,75,-12.38,7.77,Africa/Freetown
HGS,GFHA,Hastings Airport,Western-Area,SL,Freetown,60,-13.13,8.40,Africa/Freetown
KBA,GFKB,Kabala Airport,Northern-Province,SL,Kabala,1012,-11.52,9.64,Africa/Freetown
KEN,GFKE,Kenema Airport,Eastern-Province,SL,Kenema,485,-11.18,7.89,Africa/Freetown
FNA,GFLL,Lungi International Airport,Northern-Province,SL,Freetown,84,-13.20,8.62,Africa/Freetown
WYE,GFYE,Yengema Airport,Eastern-Province,SL,Yengema,1300,-11.05,8.61,Africa/Freetown
BQE,GGBU,Bubaque Airport,Bolama-and-Bijagos,GW,Bubaque,0,-15.84,11.30,Africa/Bissau
OXB,GGOV,Osvaldo Vieira International Airport,"",GW,Bissau,129,-15.65,11.89,Africa/Bissau
UCN,GLBU,Buchanan Airport,Sinoe,LR,Buchanan,41,-9.28,5.17,Africa/Monrovia
CPA,GLCP,Cape Palmas Airport,Maryland,LR,Harper,20,-7.70,4.38,Africa/Monrovia
SNI,GLGE,Greenville Sinoe Airport,Sinoe,LR,Greenville,10,-9.07,5.03,Africa/Monrovia
MLW,GLMR,Spriggs Payne Airport,Montserrado,LR,Monrovia,25,-10.76,6.29,Africa/Monrovia
NIA,GLNA,Nimba Airport,Nimba,LR,Nimba,1632,-8.60,7.50,Africa/Monrovia
ROB,GLRB,Roberts International Airport,Margibi,LR,Monrovia,31,-10.36,6.23,Africa/Monrovia
